9SIA9F94KY3819,2YM-000N-00063,11/24/2016 4:23:38 AM,Anonymous,Feels like good quality,5, the plastic is thick and doesn't kink easily. I'll post more info after I build the loop and it's been running for a couple of months., none so far., bought way more then I needed.,None,None
9SIA66Z29E8183,2YM-0002-00001,3/7/2015 4:59:20 AM,Zachary B.,Awesome Looking Cooler,5," Obviously you buy a pump for the cooling...  Only a few days since install and it is capable and handling the job.  No issues with shipping, hoses and fittings are perfect.  Radiator fans included aren't the best, but they get the job done and can be upgraded easily.  An extra set of hands when mounting custom plates on board was helpful.   i7-4790 on a z97 pro board well over 10% OC and it did not break a sweat.  Pump is smooth and quiet.  Now the truly unique part.  This thing is amazing looking.  The green pump with blue led case lights looks like something out of a TRON movie.  Very pleased."," None so far other than maybe the radiator fans, they could be a little nicer for $100 cooling solution.  Not worth losing an egg though.", I wish I could post a picture of this in my rig.,1,2
9SIA66Z29E8183,2YM-0002-00001,3/3/2015 10:10:00 PM,gerald d.,review,4, the package itself came in pretty dang nice neat and look amazing! no problem so far., i wish it came with a manual or something for beginner modders, n.a,2,4
9SIA66Z29E8183,2YM-0002-00001,2/27/2015 4:32:27 PM,Michael W.,Very Angry,1, None!," Ordered one bad manufacture, press Chanel carved in one of the fittings to the radiator, spent 25.00 rma return waited...............second one leaking fluid from the base of the heat sink. Do not buy! Be forewarned!", Bad Product!,4,9
9SIA66Z29E8183,2YM-0002-00001,2/25/2015 10:50:47 PM,Aaron P.,Great Buy,5, -Cost-Esthetics-Performance-Relatively easy install-Expandable!, -Instructions are vague-I've heard of some kits that came with leaks," I've been using this item for a week or two now and am very satisfied with the cooling it delivers. Cooling is, after all, the reason you look to purchase a cooler in the first place :POutstanding performance, industry leading looks, it's a win, win. I was looking for a cooler that was expandable, but provided an easy install and set up for someone first looking to get into water cooling, and was very happy to find a kit that featured clear tubing. I liked that I could order it with a specific color if I didn't want to open up the cooler and add additives or drain the kit completely. I can't tell you how happy I am with the performance of this kit, and have had no issue with the build quality. The radiator included is solid and durable which is a big plus. I did replace the fans with some corsair static pressure led fans over the factory ones included. Keeps my system in the 27-30 degree Celsius range while idle to light loads. I will also say that I am using Arctic silver thermal paste over the included paste as well. Great buy, and I would recommend it to anyone looking for something with that little something extra if you're looking for a AIO water cooler. I have mine paired to an i7 5930k, in the corsair Air 540 case. Keeps my system ice cold, even under load.",0,1
9SIA66Z29E8183,2YM-0002-00001,2/23/2015 12:33:40 PM,AImee D.,Proceed With Caution,1," Looks very nice, clean and decent cooling."," Upon removing the item from the Raijin box the cardboard underneath the radiator look to be damp and the fan had like a burnt smell to it. I let it sit and test to see if any liquid would leak. After testing decided to install the item. Running fine for a week, until I started to hear hissing sound from radiator last night. Open my side panel and found a pool of liquid at the bottom of my case and on the tip of the fan/ radiator. Power of everything immediately,  thanks goodness, none of my component was damage. If I where to have my new  sapphire r9 280x installed then it probably would of been damage since the card is pretty long to where the liquid where dripping. Good thing my 280x was still being ship.", Wish I had send it back earlier when knowing the box was a bit damp and fan had a burnt smell.,2,4
9SIA66Z29E8183,2YM-0002-00001,2/6/2015 1:39:01 PM,Dylan H.,This Thing is a beast!,4," This thing is a must for anyone who wants to cool a warm running CPU, or like to do some heavy Overclocking. It's a nice mix between a  closed water loop system, and a custom water loop. The radiator is a nice size, and the pump mounting is very easy. Not to mention the pump itself is whisper quiet."," The tubing is a little long for my needs, you can get shorter tubing if you want however. The mounting holes on top of the radiator were didn't seem to be fully drilled, this made it a little tricky to get the screws started. While the pump is very quiet, the two stock 120mm fans its comes with are VERY loud. They have a built in fan controller, but even at lowest settings, they were far too loud for me. Luckily I had some cooler master Fans laying around, so I just stuck them on and its much better."," The package doesn't include the extra dyes like it shows in the picture, not too big of a deal though. I have this cooling an i7 4790k @ 4.4Ghz, max temps hitting around 64-65c running Prime 95.",None,None
9SIA66Z29E8183,2YM-0002-00001,2/2/2015 4:29:49 PM,Christopher K.,Raijintek Liquid CPU cooler,5, Works extremely wellKeeps my cpu (fx-8350 Black ed.) at  18-32 deg. Celsius when running games on ultralooks amazingfans are quite if turned down and aren't ridiculously loud at full speed., The knob to control the fan speeds broke after just a few days. The pins connecting it to the wires snapped and now they are stuck on high., I guess I would prefer the radiator fans to be stuck on high than low..,None,None
9SIA66Z29E8183,2YM-0002-00001,1/22/2015 7:04:15 PM,Anonymous,Great cooler for a basement price tag,5, Bought this to keep a new X99 board w/i7 5820k cool. I have to say it is doing one hel# of a job. I'm overclocked at 4.4ghz and it hasn't even flinched. I keep the fans turned down to where I can barely hear them. Mounting in my case (Corsair Air 540) was no problem at all. I did run a Corsair H100i previously and replaced it with this. I was over the all black unit. It was time for some clear tubing and cool green coolant. I have read some people had busted units or loose filler caps out of the box and I feel for those guys. Nothing worse than a h2o system you can't trust. Been there done that. But I haven't had a single issue with this system yet. My computer runs 24/7. I never shut it off. Only my monitor and my case lights. Pump is nice and quiet and seems to pump fluid although it's hard to tell without a flow meter inline. I will say if you're thinking about trying this one out give it a shot. It's made well and works great not to mention the aesthetics of it. Just make sure you test this dude out of your case first. This is number one rule with any h2o system.," None really. The only one is the length of the pump wire. I'm a neat freak with my cables and the pump wire has to be pulled around the reservoir to reach my fan header. It's too tight and could be about an inch or so longer. I don't care much for the white fan blades. Wish they'd have been black or at least clear. And I'm with the others with the fan rheostat. I'd prefer a 4 wire so the system can regulate fan speed or I can override for manual control. I'd also opt for a 4 wire on the pump as it'd be nice to see pump speed. Oh, and one last thing. Don't let the pics fool you. There isn't 3 bottles of dye. This system comes pre-configured in red, blue, or green. No extra dye for a flush and refill. I'd prefer a clear coolant and a choice of dye colors. I mean it doesn't take much to dye a litre of fluid. It's not so much of a con as it is a personal preference. All in all this is a great h2o setup with upgrade options for a low price. This is a new product so hopefully they take this feedback and make some changes and improvements.",,2,2
9SIA66Z29E8183,2YM-0002-00001,12/19/2014 3:53:38 PM,Keelan M.,Really Good!,5, This cooler better than the h100i from corsair. My cpu is an Fx 8350 OC to 4.6ghz. The cpu doesnt go over 45c in prime95., Stock fans are pretty loud at full speed.... will be replacing them soon, if you are thinking about getting this cooler do it!,1,1
9SIA66Z29E8183,2YM-0002-00001,12/18/2014 1:17:41 PM,thomas p.,My Newegg review,5, Excellent performance and I my RAIJINTEK review it is spot on. Very nice cooler and money well spent. It even looks cool which is a big plus. Tech support was quick to answer a simple question I had.  As usual Newegg out id themselves too. Product arrived next day:-) with free shipping., none, Buying another for my son....,None,None
9SIA66Z29E8183,2YM-0002-00001,12/17/2014 8:57:06 AM,Rebeckah W.,For Beginners with Enthusiasts in Mind,5, - UV Reactive Coolant (for the green at least)- Silent Pump- Powerful Static Pressure Fans- Expandable," My only real con is that the tubing was a little long, but thats due to my case. I have the NZXT Phantom 240.I also dont like the fact that the fans have a seperate control knob for fan speed as opposed to just being PWM 4 pin."," It shows in the pictures that it come comes with bottles of color dye. That is misleading, What ever color you choose (red,blue, or in my case green) it will come premixed, filled, and sealed.",1,1
